subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;prediksi_random_forest;prediksi_xgboost
Pangan;Jagung;Daerah Istimewa Yogyakarta;2015;45,67213866;65485;2;303956,516;421957,2813
Pangan;Jagung;Daerah Istimewa Yogyakarta;2016;47,27221477;65632;1;310301,7217;385544,0313
Pangan;Jagung;Daerah Istimewa Yogyakarta;2017;49,86580423;62520,6;1;302569,1052;369169,375
Pangan;Jagung;Daerah Istimewa Yogyakarta;2018;50,39290626;43962,14;1;252301,84;286952,4063
Pangan;Jagung;Daerah Istimewa Yogyakarta;2019;53,62512223;45213,51;1;224999,6422;225783,7031
Pangan;Jagung;Daerah Istimewa Yogyakarta;2020;53,99158727;31381;1;175183,24;184519,8125
Pangan;Jagung;Daerah Istimewa Yogyakarta;2021;51,35448412;38391;1;192926,2509;178342,9063
Pangan;Jagung;Daerah Istimewa Yogyakarta;2022;50,73787086;42975;1;224501,27;209571,6094
Pangan;Jagung;Daerah Istimewa Yogyakarta;2023;54,30995013;40056,38;1;205158,4546;215684,0469
Pangan;Jagung;Daerah Istimewa Yogyakarta;2024;50,43758489;37547;1;213569,145;215293,5938
Pangan;Jagung;Daerah Istimewa Yogyakarta;2025;50,69;41527;1;218483,225;172428,4844
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2012;20;3;2;17,13489778;3417,022461
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2013;0;0;2;0;-176,3048248
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2014;0;1353;2;1249,830733;41,18086624
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2015;0;0;2;0,016666667;-1863,175171
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2016;0;0;2;0;605,3939819
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2017;0;0;2;0;531,5250854
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2018;0;0;2;0;531,5250854
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2019;0;0;2;0;531,5250854
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2020;0;0;2;0;218,8116455
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2021;0;0;2;0;359,6468506
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2022;0;0;2;0;359,6468506
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2023;0;0;2;0;359,6468506
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2024;0;0;2;0;359,6468506
Pangan;Jagung;Daerah Khusus Ibukota Jakarta;2025;0;0;2;0;359,6468506
Pangan;Jagung;Gorontalo;2012;47,57;135543;2;440461,5027;481268,5313
Pangan;Jagung;Gorontalo;2013;47,65;140423;2;603756,0008;578642,8125
Pangan;Jagung;Gorontalo;2014;48,37;148816;2;680236,8138;664647,125
Pangan;Jagung;Gorontalo;2015;49,8340445;129131;3;680357,1494;688429,5
Pangan;Jagung;Gorontalo;2016;46,59110661;195606;3;849823,7689;939848,1875
Pangan;Jagung;Gorontalo;2017;46,18950539;336001;3;1305594,619;1476885,125
Pangan;Jagung;Gorontalo;2018;45,29570795;245688,02;3;1169385,03;1062315,25
Pangan;Jagung;Gorontalo;2019;49,18101336;291408,66;3;1292728,948;1420294,875
Pangan;Jagung;Gorontalo;2020;46,2759638;125415;3;789701,2653;555262,625
Pangan;Jagung;Gorontalo;2021;48,20809165;138958;1;702935,0335;683601,375
Pangan;Jagung;Gorontalo;2022;49,26708313;140548;1;725793,9028;769552,875
Pangan;Jagung;Gorontalo;2023;46,16488725;114355,96;1;612528,9982;626017,625
Pangan;Jagung;Gorontalo;2024;48,81596494;128231;1;567209,5935;560013,4375
Pangan;Jagung;Gorontalo;2025;50,05;130518;1;638800,1402;665876,4375
Perkebunan;Jambu Mete;Aceh;2012;143;106;4;11,4992;-905,1392822
Perkebunan;Jambu Mete;Aceh;2013;70;106;4;3,8382;-982,7432861
Perkebunan;Jambu Mete;Aceh;2014;214;106;4;6,167633333;-918,7575684
Perkebunan;Jambu Mete;Aceh;2015;143;106;4;1,440633333;5027,193848
Perkebunan;Jambu Mete;Aceh;2016;125;100;4;5,259033333;-534,9672852
Perkebunan;Jambu Mete;Aceh;2017;125;100;4;13,26866667;-608,8360596
Perkebunan;Jambu Mete;Aceh;2018;125;94;4;63,49466;-494,4557495
Perkebunan;Jambu Mete;Aceh;2019;0;94;2;22,71278512;706,4237061
Perkebunan;Jambu Mete;Aceh;2020;200;94;2;10,80952;-660,7591553
Perkebunan;Jambu Mete;Aceh;2021;200;73;2;5,222433333;-857,2709961
Perkebunan;Jambu Mete;Aceh;2022;0;0;2;0;103,3474503
Perkebunan;Jambu Mete;Aceh;2023;0;0;2;0;-420,5124207
Perkebunan;Jambu Mete;Aceh;2024;0;0;2;0;-420,5124207
Perkebunan;Jambu Mete;Aceh;2025;0;0;2;0;-420,5124207
Perkebunan;Teh;Aceh;2012;0;0;1;0;-1002,906494
Perkebunan;Teh;Aceh;2013;0;0;1;0;-1002,906494
Perkebunan;Teh;Aceh;2014;0;0;1;0;-1216,044678
Perkebunan;Teh;Aceh;2015;0;0;1;0;-1267,427856
Perkebunan;Teh;Aceh;2016;0;0;1;0;-346,6436462
Perkebunan;Teh;Aceh;2017;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2018;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2019;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2020;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2021;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2022;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2023;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2024;0;0;1;0;-420,5124207
Perkebunan;Teh;Aceh;2025;0;0;1;0;-420,5124207
Pangan;Jagung;Jambi;2012;38,82;6587;2;27683,0895;33708,14844
Pangan;Jagung;Jambi;2013;39,5;5454;2;27435,00403;30664,10938
Pangan;Jagung;Jambi;2014;54,95;7937;2;42962,86473;36406,85938
Pangan;Jagung;Jambi;2015;60,93801556;8486;1;58626,39775;64816,27734
Pangan;Jagung;Jambi;2016;60,76690136;13209;1;71289,91168;67565,63281
Pangan;Jagung;Jambi;2017;63,63167397;15508;1;90754,69014;77946,8125
Pangan;Jagung;Jambi;2018;70,11297156;9914;1;82095,54967;99267,25
Pangan;Jagung;Jambi;2019;60,43671419;9748,71;1;64917,06728;71061,5625
Pangan;Jagung;Jambi;2020;68,44284428;1111;1;18497,38172;31707,94336
Pangan;Jagung;Jambi;2021;58,33733493;1666;1;19629,13228;26388,98828
Pangan;Jagung;Jambi;2022;55,37526427;1892;1;23102,86529;21594,25195
Pangan;Jagung;Jambi;2023;60,46374734;781,46;1;13691,61131;1766,562866
Pangan;Jagung;Jambi;2024;69,55746367;1514;1;6174,044334;8735,695313
Pangan;Jagung;Jambi;2025;59,31;4508;1;17072,46521;4659,671387
Perkebunan;Aren;Aceh;2012;634;1903;1;922,2547033;30,09160995
Perkebunan;Aren;Aceh;2013;688;1890;1;913,3259514;30,09160995
Perkebunan;Aren;Aceh;2014;668;1953;1;980,72004;-183,0468292
Perkebunan;Aren;Aceh;2015;637;30;1;1101,389467;4831,537598
Perkebunan;Aren;Aceh;2016;657;2000;1;1051,205045;574,8109131
Perkebunan;Aren;Aceh;2017;668;1962;1;922,747;335,2792358
Perkebunan;Aren;Aceh;2018;642;1945;1;961,3356667;449,6595459
Perkebunan;Aren;Aceh;2019;658;2015;4;946,9121;545,5128174
Perkebunan;Aren;Aceh;2020;654;2078;4;947,6793333;545,5128174
Perkebunan;Aren;Aceh;2021;657;2152;4;953,4982;545,5128174
Perkebunan;Aren;Aceh;2022;635;2103;4;966,38853;545,5128174
Perkebunan;Aren;Aceh;2023;633;2085;4;922,5167933;545,5128174
Perkebunan;Aren;Aceh;2024;638;2063;4;920,6301267;545,5128174
Perkebunan;Aren;Aceh;2025;635,3333333;2083,666667;4;940,0206333;545,5128174
Perkebunan;Cengkeh;Aceh;2012;243;22308;4;2388,001458;21038,24609
Perkebunan;Cengkeh;Aceh;2013;276;21366;4;3323,485983;10341,08887
Perkebunan;Cengkeh;Aceh;2014;527;21701;1;4410,311733;10309,57715
Perkebunan;Cengkeh;Aceh;2015;548,08;22476;1;4675,56382;7803,165039
Perkebunan;Cengkeh;Aceh;2016;564;25414;1;5201,732474;3902,532227
Perkebunan;Cengkeh;Aceh;2017;593;25528;1;5582,237914;5190,321777
Perkebunan;Cengkeh;Aceh;2018;592;25091;1;5363,832255;5304,702148
Perkebunan;Cengkeh;Aceh;2019;591;25419;1;5562,332891;5256,969238
Perkebunan;Cengkeh;Aceh;2020;599;26008;1;5790,668999;5715,850586
Perkebunan;Cengkeh;Aceh;2021;598,65;25950,05;1;5870,600404;5715,850586
Perkebunan;Cengkeh;Aceh;2022;599;25420;1;5740,335487;6078,675781
Perkebunan;Cengkeh;Aceh;2023;599;25424;1;6426,729963;6078,675781
Perkebunan;Cengkeh;Aceh;2024;607;25092;1;6455,413363;6078,675781
Perkebunan;Cengkeh;Aceh;2025;601,6666667;25312;1;5537,792384;5668,117676
Perkebunan;Kakao;Aceh;2012;718;103104;4;24247,94933;36630,21875
Perkebunan;Kakao;Aceh;2013;678;106211;4;36485,33329;30073,78711
Perkebunan;Kakao;Aceh;2014;683;101650;4;28981,38399;35146,08984
Perkebunan;Kakao;Aceh;2015;298,7;102649;1;29803,64771;38313,98047
Perkebunan;Kakao;Aceh;2016;763;103390;1;33433,67276;44190,63281
Perkebunan;Kakao;Aceh;2017;737;101203;4;30178,94967;35492,49219
Perkebunan;Kakao;Aceh;2018;716;99492;4;35232,58904;31516,66211
Perkebunan;Kakao;Aceh;2019;713;99267;4;41282,12;33658,4375
Perkebunan;Kakao;Aceh;2020;720;99395;4;41789,68251;39011,84766
Perkebunan;Kakao;Aceh;2021;719;97155;4;41569,19795;42883,63672
Perkebunan;Kakao;Aceh;2022;702;94631;4;41436,29452;39050,57031
Perkebunan;Kakao;Aceh;2023;707;93430;4;41439,45497;39050,57031
Perkebunan;Kakao;Aceh;2024;716;88268;4;42374,54155;39777,90625
Perkebunan;Kakao;Aceh;2025;708,3333333;92109,66667;4;38637,90985;39943,87891
Perkebunan;Kapuk;Aceh;2012;442;1720;1;595,9823333;126,1572266
Perkebunan;Kapuk;Aceh;2013;428;1646;1;485,95796;126,1572266
Perkebunan;Kapuk;Aceh;2014;461;1623;1;496,2443;-87,09077454
Perkebunan;Kapuk;Aceh;2015;0;0;1;53,32165186;23,42648888
Perkebunan;Kapuk;Aceh;2016;452;1354;1;483,8226283;827,6728516
Perkebunan;Kapuk;Aceh;2017;454;1351;1;422,3163333;-224,7595367
Perkebunan;Kapuk;Aceh;2018;470;1293;1;421,40486;-110,3790894
Perkebunan;Kapuk;Aceh;2019;468;1282;1;406,0337867;-206,4448395
Perkebunan;Kapuk;Aceh;2020;462;1285;1;392,6202;-206,4448395
Perkebunan;Kapuk;Aceh;2021;457;1260;1;379,94084;-206,4448395
Perkebunan;Kapuk;Aceh;2022;343;1226;1;370,4088333;-819,0477295
Perkebunan;Kapuk;Aceh;2023;345;1226;1;271,8135171;-190,7682037
Perkebunan;Kapuk;Aceh;2024;374;1077;1;12788,11194;-183,6304779
Perkebunan;Kapuk;Aceh;2025;354;1176,333333;1;414,3678533;-190,7682037
Perkebunan;Karet;Aceh;2012;1057;122594;3;103128,3478;95943,10938
Perkebunan;Karet;Aceh;2013;916;113456;3;90974,163;98945,59375
Perkebunan;Karet;Aceh;2014;916;113977;3;77916,28233;79825,08594
Perkebunan;Karet;Aceh;2015;906;114544;3;76363,92746;87174,25
Perkebunan;Karet;Aceh;2016;1047;114976;3;83345,03433;71574,57813
Perkebunan;Karet;Aceh;2017;1076;115554;3;93756,92225;83018,98438
Perkebunan;Karet;Aceh;2018;1092,62;99054,61;3;95298,57517;84029,70313
Perkebunan;Karet;Aceh;2019;981;100356;3;84470,22741;91751,66406
Perkebunan;Karet;Aceh;2020;943;105078;3;81334,78829;89424,04688
Perkebunan;Karet;Aceh;2021;956;106081;3;80727,8306;75233,77344
Perkebunan;Karet;Aceh;2022;905;102349;3;77526,06141;76120,46094
Perkebunan;Karet;Aceh;2023;936;71889;3;68074,47871;59094,69531
Perkebunan;Karet;Aceh;2024;2637;75415;3;61028,33008;73391,14063
Perkebunan;Karet;Aceh;2025;1492,666667;83217,66667;3;56864,14784;53558,83594
Perkebunan;Kayu Manis;Aceh;2012;842;1088;1;666,1706667;-512,5993042
Perkebunan;Kayu Manis;Aceh;2013;844;1108;1;677,1857333;-423,4931641
Perkebunan;Kayu Manis;Aceh;2014;500;488;1;347,2512543;-1335,273926
Perkebunan;Kayu Manis;Aceh;2015;500;488;1;195,9515067;5110,963379
Perkebunan;Kayu Manis;Aceh;2016;485,3479853;464;1;179,148705;-841,069458
Perkebunan;Kayu Manis;Aceh;2017;501,9920319;449;3;121,6891675;-914,9385986
Perkebunan;Kayu Manis;Aceh;2018;1874,4;249,8;1;138,9231;-933,5571289
Perkebunan;Kayu Manis;Aceh;2019;1833;247;1;125,3188667;-1019,658203
Perkebunan;Kayu Manis;Aceh;2020;915;260;1;106,4407085;-1172,685791
Perkebunan;Kayu Manis;Aceh;2021;1016;266;1;106,1294924;-1172,685791
Perkebunan;Kayu Manis;Aceh;2022;496;250;1;94,23907875;-1172,685791
Perkebunan;Kayu Manis;Aceh;2023;473;236;3;117,1911;-1079,984375
Perkebunan;Kayu Manis;Aceh;2024;437;137;3;51,31851988;-1079,984375
Perkebunan;Kayu Manis;Aceh;2025;468,6666667;207,6666667;3;29,53725427;-983,918335
Perkebunan;Kelapa Sawit;Aceh;2012;2869;363660;3;751648,584;671913,9375
Perkebunan;Kelapa Sawit;Aceh;2013;3006;396644;3;842699,0101;833502,375
Perkebunan;Kelapa Sawit;Aceh;2014;3288;420173;3;920100,9933;890308,375
Perkebunan;Kelapa Sawit;Aceh;2015;3197;428216;3;938668,8937;914719,4375
Perkebunan;Kelapa Sawit;Aceh;2016;3025;370079;3;810517,4854;824304
Perkebunan;Kelapa Sawit;Aceh;2017;3066;534245;3;883136,5958;946715,625
Perkebunan;Kelapa Sawit;Aceh;2018;2907;494229;3;1018413,427;1008521,188
Perkebunan;Kelapa Sawit;Aceh;2019;3191;487526;3;1096942,634;1069420,5
Perkebunan;Kelapa Sawit;Aceh;2020;3055;470004;4;1066995,903;1075269,375
Perkebunan;Kelapa Sawit;Aceh;2021;2838;475580;4;992179,668;1041276,125
Perkebunan;Kelapa Sawit;Aceh;2022;2890;474933;4;982292,5954;982688,375
Perkebunan;Kelapa Sawit;Aceh;2023;3023;471357;4;982116,1891;997073,3125
Perkebunan;Kelapa Sawit;Aceh;2024;9651;483248;4;1098059,3;1154079,625
Perkebunan;Kelapa Sawit;Aceh;2025;5188;476512,6667;4;1077364,683;1235004,625
Perkebunan;Kelapa;Aceh;2012;802;107394;4;63139,08293;55567,26563
Perkebunan;Kelapa;Aceh;2013;748;103076;4;59696,48173;59205,92578
Perkebunan;Kelapa;Aceh;2014;814;104776;4;60328,83113;54312,14844
Perkebunan;Kelapa;Aceh;2015;815;106453;4;63374,51;66771,04688
Perkebunan;Kelapa;Aceh;2016;809,48;106251;4;63106,55593;52446,95313
Perkebunan;Kelapa;Aceh;2017;390,13;101642,25;3;24016,63604;29451,45898
Perkebunan;Kelapa;Aceh;2018;854;102204;3;69206,28667;61633,37891
Perkebunan;Kelapa;Aceh;2019;852;102947;1;64398,44987;58105,88281
Perkebunan;Kelapa;Aceh;2020;852;103568;1;63816,32119;58105,88281
Perkebunan;Kelapa;Aceh;2021;859;104800;1;63430,72437;66327,95313
Perkebunan;Kelapa;Aceh;2022;838;102780;1;66346,6157;66580,17188
Perkebunan;Kelapa;Aceh;2023;839;102601;1;61320,20433;66327,95313
Perkebunan;Kelapa;Aceh;2024;861;100950;1;120178,0473;66327,95313
Perkebunan;Kelapa;Aceh;2025;846;102110,3333;1;68843,20166;66327,95313
Perkebunan;Kemiri;Aceh;2012;750;20273;4;12269,52259;10063,91504
Perkebunan;Kemiri;Aceh;2013;740;19858;4;12031,36959;10375,74707
Perkebunan;Kemiri;Aceh;2014;712;18565;4;10716,81625;10101,77441
Perkebunan;Kemiri;Aceh;2015;650;16877;4;8955,668167;10446,78613
Perkebunan;Kemiri;Aceh;2016;665;16874;4;8775,723033;8933,25293
Perkebunan;Kemiri;Aceh;2017;681;16840;4;9176,372543;8859,383789
Perkebunan;Kemiri;Aceh;2018;708;16371;4;9034,7572;8973,762695
Perkebunan;Kemiri;Aceh;2019;677;16307;4;8966,51141;8660,097656
Perkebunan;Kemiri;Aceh;2020;681;16289,7;4;9159,470533;8973,762695
Perkebunan;Kemiri;Aceh;2021;681;16403,4;4;8922,1372;8973,762695
Perkebunan;Kemiri;Aceh;2022;679;16741;4;9172,975453;8973,762695
Perkebunan;Kemiri;Aceh;2023;678;16626;4;8901,36108;8973,762695
Perkebunan;Kemiri;Aceh;2024;678;16550;4;8857,205003;8716,84082
Perkebunan;Kemiri;Aceh;2025;678,3333333;16639;4;8845,070047;8716,84082
Perkebunan;Kopi Arabica;Aceh;2012;732;96221;2;47582,5508;35366,4375
Perkebunan;Kopi Arabica;Aceh;2013;0;97796;2;43664,74634;48090,33203
Perkebunan;Kopi Arabica;Aceh;2014;0;99564;2;45720,88262;41627,125
Perkebunan;Kopi Arabica;Aceh;2015;736;99584;2;43751,57235;70462,21875
Perkebunan;Kopi Arabica;Aceh;2016;0;100909;2;54152,24698;43961,96875
Perkebunan;Kopi Arabica;Aceh;2017;773,38;101473;2;61637,8946;63101,04688
Perkebunan;Kopi Arabica;Aceh;2018;777;101855;2;63960,29207;57643
Perkebunan;Kopi Arabica;Aceh;2019;808;102860;2;65302,97909;57643
Perkebunan;Kopi Arabica;Aceh;2020;809;103495;2;66076,63447;65255,1875
Perkebunan;Kopi Arabica;Aceh;2021;810;103706;2;67616,541;66404,76563
Perkebunan;Kopi Arabica;Aceh;2022;851;92276;2;68874,41375;61488,56641
Perkebunan;Kopi Arabica;Aceh;2023;850;92315;2;64931,71561;61987,92188
Perkebunan;Kopi Arabica;Aceh;2024;888;92324;2;65095,62061;61987,92188
Perkebunan;Kopi Arabica;Aceh;2025;863;92305;2;68674,86845;62240,14453
Perkebunan;Kopi Robusta;Aceh;2012;499;25447;4;7182,810545;14232,84082
Perkebunan;Kopi Robusta;Aceh;2013;473;25968;4;6417,61127;5169,856934
Perkebunan;Kopi Robusta;Aceh;2014;501;21103;4;6044,318395;4983,368652
Perkebunan;Kopi Robusta;Aceh;2015;504;21688;4;5601,81407;10074,81543
Perkebunan;Kopi Robusta;Aceh;2016;498;22534;4;6204,840403;5557,796875
Perkebunan;Kopi Robusta;Aceh;2017;615,98;22334;4;6288,10021;5072,779297
Perkebunan;Kopi Robusta;Aceh;2018;599;22381;1;6787,322035;6928,635254
Perkebunan;Kopi Robusta;Aceh;2019;609;22471;1;6868,987293;6928,635254
Perkebunan;Kopi Robusta;Aceh;2020;610;22794;1;6840,741403;7374,916016
Perkebunan;Kopi Robusta;Aceh;2021;616;22702;1;6937,801973;7374,916016
Perkebunan;Kopi Robusta;Aceh;2022;586;21747;1;7059,954833;7374,916016
Perkebunan;Kopi Robusta;Aceh;2023;629;21653;1;6612,501177;6577,186035
Perkebunan;Kopi Robusta;Aceh;2024;662;20775;1;6889,829035;6928,635254
Perkebunan;Kopi Robusta;Aceh;2025;625,6666667;21391,66667;1;6859,030911;6928,635254
Perkebunan;Lada;Aceh;2012;678;848;1;288,7428667;-974,3459473
Perkebunan;Lada;Aceh;2013;606;861;1;275,1500667;-974,3459473
Perkebunan;Lada;Aceh;2014;683;935;1;393,9336333;-1023,137573
Perkebunan;Lada;Aceh;2015;696;1055;1;329,7388867;6762,160156
Perkebunan;Lada;Aceh;2016;700;1143;1;350,79922;-239,8182831
Perkebunan;Lada;Aceh;2017;697;1185;1;326,1;-320,8249512
Perkebunan;Lada;Aceh;2018;672;1230;1;434,2021333;-206,4448395
Perkebunan;Lada;Aceh;2019;635;1260;1;358,525;-206,4448395
Perkebunan;Lada;Aceh;2020;518;1289;1;341,0466667;-206,4448395
Perkebunan;Lada;Aceh;2021;477;1263;1;280,28;-206,4448395
Perkebunan;Lada;Aceh;2022;631;921;1;290,6415967;-571,4278564
Perkebunan;Lada;Aceh;2023;629;903;1;293,1515067;-571,4278564
Perkebunan;Lada;Aceh;2024;627;878;1;717,7081533;-571,4278564
Perkebunan;Lada;Aceh;2025;629;900,6666667;1;442,50932;-571,4278564
Perkebunan;Pala;Aceh;2012;0,63;21031;4;5662,394649;628,0015259
Perkebunan;Pala;Aceh;2013;0,711;21104;1;5899,113438;2442,133789
Perkebunan;Pala;Aceh;2014;0,7;21579;1;7673,266637;3474,177979
Perkebunan;Pala;Aceh;2015;0,7;22043;1;8022,542152;4151,237305
Perkebunan;Pala;Aceh;2016;0,65;23438;1;7300,350387;7581,990234
Perkebunan;Pala;Aceh;2017;0,63944812;23993,24;1;6658,959656;7094,274902
Perkebunan;Pala;Aceh;2018;0,632170709;24896,69;1;6293,218038;6251,794922
Perkebunan;Pala;Aceh;2019;0,66;25189;1;6518,911943;5805,513672
Perkebunan;Pala;Aceh;2020;0,66;25461;1;6551,989225;6073,126953
Perkebunan;Pala;Aceh;2021;0,66;25512;1;6655,562426;6073,126953
Perkebunan;Pala;Aceh;2022;0,64;25649;1;6651,471862;6073,126953
Perkebunan;Pala;Aceh;2023;0,64;23930;1;6601,756709;6162,737305
Perkebunan;Pala;Aceh;2024;0,33;22571;1;6527,207441;6471,67334
Perkebunan;Pala;Aceh;2025;0,536666667;24050;1;6418,84319;3898,323975
Perkebunan;Panili;Aceh;2012;0;0;2;0;-1002,906494
Perkebunan;Panili;Aceh;2013;0;0;2;0;-1002,906494
Perkebunan;Panili;Aceh;2014;0;233;2;4,222533333;-1216,044678
Perkebunan;Panili;Aceh;2015;0;0;2;0,016666667;-1267,427856
Perkebunan;Panili;Aceh;2016;0;0;2;0;-346,6436462
Perkebunan;Panili;Aceh;2017;0;0;2;0;-420,5124207
Perkebunan;Panili;Aceh;2018;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2019;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2020;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2021;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2022;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2023;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2024;0;0;3;0;-420,5124207
Perkebunan;Panili;Aceh;2025;0;0;3;0;-420,5124207
Perkebunan;Sagu;Aceh;2012;395;7023;3;1476,844352;1786,230835
Perkebunan;Sagu;Aceh;2013;344;6926;3;1337,59111;1753,748779
Perkebunan;Sagu;Aceh;2014;381;6966;3;1344,384367;1540,610229
Perkebunan;Sagu;Aceh;2015;381;6966;3;1360,925367;10707,12988
Perkebunan;Sagu;Aceh;2016;358;7328;3;1323,2187;1281,111694
Perkebunan;Sagu;Aceh;2017;487;6946;3;1566,365203;2231,440918
Perkebunan;Sagu;Aceh;2018;498;6861;3;1745,757232;1701,249878
Perkebunan;Sagu;Aceh;2019;503;6373;1;1754,623333;304,7231445
Perkebunan;Sagu;Aceh;2020;503;6364;1;1697,711773;1387,109497
Perkebunan;Sagu;Aceh;2021;492;6275;1;1675,340786;1387,109497
Perkebunan;Sagu;Aceh;2022;478;6226;1;1751,70758;1387,109497
Perkebunan;Sagu;Aceh;2023;477;6204;1;1640,892254;1387,109497
Perkebunan;Sagu;Aceh;2024;484;6052;1;1663,700628;1387,109497
Perkebunan;Sagu;Aceh;2025;479,6666667;6160,666667;1;1682,959693;699,6939697
Perkebunan;Tebu;Aceh;2012;0;0;1;0;-1002,906494
Perkebunan;Tebu;Aceh;2013;0;0;1;0;-1002,906494
Perkebunan;Tebu;Aceh;2014;0;0;1;0;-1216,044678
Perkebunan;Tebu;Aceh;2015;0;0;1;0;-1267,427856
Perkebunan;Tebu;Aceh;2016;0;0;1;0;-346,6436462
Perkebunan;Tebu;Aceh;2017;0;0;1;0;-420,5124207
Perkebunan;Tebu;Aceh;2018;0;0;1;0;-420,5124207
Perkebunan;Tebu;Aceh;2019;0;0;4;0;-490,3218079
Perkebunan;Tebu;Aceh;2020;0;0;4;0;-490,3218079
Perkebunan;Tebu;Aceh;2021;0;0;4;0;-490,3218079
Perkebunan;Tebu;Aceh;2022;0;0;4;0;-490,3218079
Perkebunan;Tebu;Aceh;2023;0;0;4;0;-490,3218079
Perkebunan;Tebu;Aceh;2024;0;0;4;0;-490,3218079
Perkebunan;Tebu;Aceh;2025;0;0;4;0;-490,3218079
Hortikultura;Bawang Merah;Bali;2012;113,13;766;1;9194,59691;8420,857422
Hortikultura;Bawang Merah;Bali;2013;121,2;658;1;8544,727377;8468,135742
Hortikultura;Bawang Merah;Bali;2014;130,45;911;3;11249,38278;8683,029297
Hortikultura;Bawang Merah;Bali;2015;132,64;765;3;11818,95648;39193,04688
Hortikultura;Bawang Merah;Bali;2016;0;1470;1;14244,19037;8866,012695
Hortikultura;Bawang Merah;Bali;2017;134,62;1507;1;20296,04464;15954,05762
Hortikultura;Bawang Merah;Bali;2018;141,25;1718;3;23895,80969;21522,91992
Hortikultura;Bawang Merah;Bali;2019;149,71;1315;3;22126,25804;18723,94141
Hortikultura;Bawang Merah;Bali;2020;143,54;989,82;3;15392,55343;15062,72461
Hortikultura;Bawang Merah;Bali;2021;168,02;1381,65;3;23941,93625;21760,50391
Hortikultura;Bawang Merah;Bali;2022;246,27;1278,8;3;35833,09719;24621,26758
Hortikultura;Bawang Merah;Bali;2023;309,64;1142,43;3;38752,10487;30339,82422
Hortikultura;Bawang Merah;Bali;2024;285,82;1228,03;3;42659,78981;28833,12305
Hortikultura;Bawang Merah;Bali;2025;280,5766667;1216,42;3;45803,60764;33046,40234
Hortikultura;Buncis;Bali;2012;0;872;1;14392,83248;12528,54785
Hortikultura;Buncis;Bali;2013;112,6;840;1;12463,71242;9387,921875
Hortikultura;Buncis;Bali;2014;120,8;1156;3;14808,03333;11083,56738
Hortikultura;Buncis;Bali;2015;88,76;934;3;66033,99164;31500,99805
Hortikultura;Buncis;Bali;2016;91,03;848;3;11711,70698;44225,38281
Hortikultura;Buncis;Bali;2017;87,19;751;3;7037,505667;19393,50391
Hortikultura;Buncis;Bali;2018;99,97;687;3;8417,403837;17281,70508
Hortikultura;Buncis;Bali;2019;106,36;727;3;7624,70515;6405,257813
Hortikultura;Buncis;Bali;2020;88,16;776;3;10405,14186;5838,035645
Hortikultura;Buncis;Bali;2021;78,96;891;3;7179,04482;6607,67627
Hortikultura;Buncis;Bali;2022;86,34;894,5;3;7368,498587;6607,67627
Hortikultura;Buncis;Bali;2023;79,7;639,6;3;9026,214512;6535,708984
Hortikultura;Buncis;Bali;2024;113,22;359,7;3;6236,488076;4734,714355
Hortikultura;Buncis;Bali;2025;93,08666667;631,2666667;3;7093,282568;3299,734375
Hortikultura;Cabai Rawit;Bali;2012;4,779499404;3356;1;16051,69129;16857,26953
